item_id,pergunta_id,tema,pergunta,codigo_pronunciamento,autor,data,partido,uf,resumo_oficial,trecho_texto_integral,url_texto_integral,julgamento_relevancia,observacoes
Q01-486118,Q01,Previdência e pessoa com deficiência,Qual pronunciamento tratou do impacto da reforma da previdência sobre o Estatuto da Pessoa com Deficiência e a avaliação da deficiência?,486118,Zenaide Maia,2021-12-09,PROS,RN,"Preocupação com a demora e a suspensão dos benefícios previdenciários, especialmente das pessoas com deficiência e idosos em situação de vulnerabilidade no Brasil.","… Sr. Presidente, colegas Senadores... Espere aí que eu estou aqui sem a imagem. Sr. Presidente, colegas Senadores, eu concordo aí com o que falou o Senador Paulo Paim, justamente sobre esse projeto de lei que prorroga a isenção de IPI e estende para pessoas com deficiência. Sr. Presidente, esta Casa tem que ter, sim, um olhar diferenciado para as pessoas com deficiência. Essa questão dessa fila na previdência por um direito que essas pessoas têm. As pessoas com deficiência, eles suspendem o benefício, mesmo que essas deficiências sejam pessoas tetraplégicas, cadeirantes há muitos anos, e mandam-nas voltar para uma junta médica da previdência. Quando conseguem chegar a essa junta médica, o médico resolve pedir ressonância, tomografia de uma deficiência que, naquela pessoa, já é inata, permanente. Normalmente, dada por uma junta médica. Então, Srs. Senadores, todos que estão nos assistindo, desses 1,8 milhão de brasileiros e brasileiras que estão na fila da previdência, aguardando conseguir um direito que eles têm, a grande maioria são pessoas que estão lutando por um salário mínimo do benefício de prestação continuada. Estive no interior do Rio Grande do Norte, na cidade de Apodi, e…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/486118,,
Q01-486128,Q01,Previdência e pessoa com deficiência,Qual pronunciamento tratou do impacto da reforma da previdência sobre o Estatuto da Pessoa com Deficiência e a avaliação da deficiência?,486128,Mara Gabrilli,2021-12-09,PSDB,SP,"Discussão sobre o Projeto de Lei (PL) n° 5149, de 2020 (Substitutivo da Câmara dos Deputados), que ""Altera a Lei nº 8.989, de 24 de fevereiro de 1995, para prorrogar a isenção do Imposto sobre Produtos Industrializados (IPI) na aquisição de automóveis de passageiros e para estender o benefício para as pessoas com deficiência"".","…tar já a oportunidade e destacar que, quando este projeto foi aprovado pela primeira vez, aqui no Senado Federal, a gente aprovou este projeto em pleno acordo com o Governo e com a bancada de Senadores e Senadoras atuantes na defesa dos direitos das pessoas com deficiência. Também o fizemos alinhados aos anseios e às necessidades de uma categoria profissional que sempre contou com o meu apoio e de toda esta Casa, que são os taxistas. Tanto é verdade que a matéria foi aprovada por unanimidade. Eu quero registrar também que a proposta, saída do Senado em maio deste ano, tinha análise de impacto e compromisso do Governo de garantir sua previsão orçamentária pela própria LOA. Só que, em vez disso, numa manobra nada transparente, o Governo incluiu um jabuti neste PL, disfarçado de medida compensatória – isso durante a tramitação na Câmara. Digo que é jabuti, sim, porque, inclusive, seu valor supera em três vezes o montante de renúncia decorrente da prorrogação da isenção de IPI na compra de automóveis por pessoas com deficiência e taxistas. Aí também pergunto: o que o Governo pretende fazer com essa sobra de recurso? Certamente, não dará conta de cobrir o próprio rombo que deixará nas p…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/486128,,
Q01-488984,Q01,Previdência e pessoa com deficiência,Qual pronunciamento tratou do impacto da reforma da previdência sobre o Estatuto da Pessoa com Deficiência e a avaliação da deficiência?,488984,Paulo Paim,2022-03-16,PT,RS,"Discussão sobre o Projeto de Lei (PL) n° 4438, de 2021, que ""Altera a Lei nº 10.741, de 1º de outubro de 2003 – Estatuto do Idoso, para estabelecer medidas protetivas de urgência para idosos que tenham sofrido violência ou que estejam na iminência de sofrê-las"".","…ntes fossem atendidos. E elas, com a grandeza de sempre, as duas Senadoras, a Senadora Nilda Gondim e a Senadora Simone Tebet, disseram: ""Tudo bem, vamos adaptar e vamos ampliar"". Então, eu agradeço muito, em nome dos idosos. Eu trabalhei 15 anos no Estatuto do Idoso, e isso passou, de fato, despercebido. Agora, elas estão salvando a pátria, como a gente fala, não é? Trabalhei 12 anos, no Estatuto da Pessoa com Deficiência. Em resumo, não há o que falar. Ambas falaram e deixaram muito claro o objetivo desse projeto de lei, que, como disseram a Senadora Simone e também a Senadora Nilda, será aprovado por unanimidade. A medida, de fato, aprimora o Estatuto do Idoso, aprimora o Estatuto da Pessoa com Deficiência, protegendo esse setor vulnerável, que é o do deficiente e do idoso. Por isso, só posso cumprimentá-las com o carinho que merecem. E o PT votará ""sim"", Presidente.",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/488984,,
Q01-489577,Q01,Previdência e pessoa com deficiência,Qual pronunciamento tratou do impacto da reforma da previdência sobre o Estatuto da Pessoa com Deficiência e a avaliação da deficiência?,489577,Flávio Arns,2022-03-17,PODEMOS,PR,"Orientação à bancada, pelo Partido PODEMOS, sobre o Veto (VET) n° 73, de 2021, ""Veto Parcial aposto ao Projeto de Lei nº 5.149, de 2020, que 'Altera a Lei nº 8.989, de 24 de fevereiro de 1995, para prorrogar a isenção do Imposto sobre Produtos Industrializados (IPI) na aquisição de automóveis de passageiros e para estender o benefício para as pessoas com deficiência auditiva'"".","O SR. FLÁVIO ARNS (Bloco/PODEMOS - PR. Para orientar a bancada. Sem revisão do orador. Por videoconferência.) – Eu quero orientar pelo Podemos e dizer que é uma matéria muito importante para a pessoa com deficiência, aprovada no Senado Federal e na Câmara dos Deputados. O acessório de adaptação do veículo, mesmo que não venha da fábrica, é essencial, inclusive para atender as necessidades individuais e as especificidades da pessoa com deficiência. Nesse sentido, não pagar o imposto significa cidadania também para essa pessoa. Então, o veto não cabe. Nesse sentido, o voto ""não"" é muito importante. ""Não"" ao veto. (Soa a campainha.) O SR. FLÁVIO ARNS (Bloco/PODEMOS - PR. Por videoconferência.) – Quer dizer, fazer com que a pessoa com deficiência tenha essa possibilidade de se inserir mais na sociedade. Nesse sentido, a gente faz o apelo, como partido, o Podemos, a favor dessa área, a favor da pessoa com deficiência. E deveríamos estar ainda ajudando muito mais esse segmento da população. É muito pouco o que nós fazemos por todas essas pessoas. O voto é ""não"", Sr. Presidente.",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/489577,,
Q01-489683,Q01,Previdência e pessoa com deficiência,Qual pronunciamento tratou do impacto da reforma da previdência sobre o Estatuto da Pessoa com Deficiência e a avaliação da deficiência?,489683,Izalci Lucas,2022-03-30,PSDB,DF,"Solicitação de inclusão em pauta do Requerimento (RQS) n° 174, de 2022, de realização de Sessão de Debates Temáticos a fim de aprofundar os conhecimentos sobre as ferramentas e normas atuais de acessibilidade na Web e discutir o Projeto de Lei nº 1090, de 2021.","…B - DF. Pela ordem.) – Presidente, uma questão de ordem. Eu queria pedir a V. Exa.... O Senador Alessandro Vieira pediu e eu peço a V. Exa.: há o Requerimento nº 174, de 2022, que trata realmente da realização de uma sessão de debates com relação ao Estatuto da Pessoa com Deficiência, para especificar os recursos mínimos de acessibilidade à internet, aos sítios da internet. Então, como há essa proposta e, se V. Exa. puder colocar como extrapauta, aprovando esse requerimento, eu agradeço a V. Exa.",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/489683,,
Q01-492234,Q01,Previdência e pessoa com deficiência,Qual pronunciamento tratou do impacto da reforma da previdência sobre o Estatuto da Pessoa com Deficiência e a avaliação da deficiência?,492234,Paulo Paim,2022-07-06,PT,RS,"Comemoração dos sete anos da Lei nº 13146, de 2015, a Lei Brasileira de Inclusão (LBI), também chamada de Estatuto da Pessoa com Deficiência.","…ante relatório do Senador Wellington Fagundes, que atualizou o projeto; e agradecer a todos os Líderes, porque todos indicaram pelo voto ""sim"". Presidente, eu queria hoje falar rapidamente sobre o 6 de julho. Hoje, 6 de julho, é a data da criação do Estatuto da Pessoa com Deficiência (LBI), Lei 13.146, de 2015 – está completando hoje sete anos. Essa lei é originária de um projeto de nossa autoria. O estatuto beneficia mais de 17 milhões de brasileiros. Na construção dele, foram realizadas dezenas e dezenas de audiências públicas ao longo desses 15 anos, até chegarmos à sua aprovação. Nesses encontros, tivemos a participação do movimento das pessoas com deficiência, familiares, militantes sociais, especialistas, Ministério Público, Ministério do Trabalho, Secretaria dos Direitos Humanos da Presidência da República. O estatuto teve a relatoria de muitos parceiros – começaram na Câmara e hoje estão no Senado –: o Senador Flávio Arns foi Relator; o Deputado Celso Russomanno foi Relator; a então Deputada à época, hoje Senadora, foi aquela que deu o arcabouço final, a hoje Senadora Mara Gabrilli; e também o Senador Romário. Naturalmente, ainda existem grandes desafios para a sua plena ap…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/492234,,
Q01-493132,Q01,Previdência e pessoa com deficiência,Qual pronunciamento tratou do impacto da reforma da previdência sobre o Estatuto da Pessoa com Deficiência e a avaliação da deficiência?,493132,Zenaide Maia,2022-08-03,PROS,RN,"Discussão sobre a Medida Provisória (MPV) n° 1113, de 2022, que ""Altera a Lei nº 8.213, de 24 de julho de 1991, e a Lei nº 13.846, de 18 de junho de 2019, para dispor sobre o fluxo de análise de benefícios previdenciários e assistenciais sob avaliação do Instituto Nacional do Seguro Social, da Perícia Médica Federal e do Conselho de Recursos da Previdência Social"".","…IDE MAIA (Bloco Parlamentar da Resistência Democrática/PROS - RN. Para discutir. Por videoconferência.) – Sr. Presidente, eu quero aqui cumprimentar os colegas Senadores e o Relator. Eu também penso como o Paulo Paim: acelerar e diminuir as filas da Previdência, porque quem está pagando o preço mais caro são justamente as pessoas com deficiência. Eu quero lembrar aqui quando foi que essa fila se transformou em um pesadelo para as pessoas que têm deficiência: foi com a Medida Provisória 971, de 2019, que foi a famosa lei do pente-fino. O que é que foi feito neste país? Eu digo como médica 30 anos. E ainda encontro isso hoje. Pegou-se para uma revisão de todos os benefícios, não foram só os com indícios de irregularidade. E eu me pergunto: paciente tetraplégico, paraplégico, que indício de irregularidade vai ser visto nisso aí?! Então, jogou-se esse povo todo... As pessoas com deficiência intelectual chegam aos peritos, que pedem ressonância magnética, tomografia, passando um, dois anos... Tem pacientes tetraplégicos neste país que até hoje não conseguiram, com essa operação pente-fino, voltar a ter o seu benefício. Isso é de uma crueldade sem limite! Essa operação pente-fino, eu lem…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/493132,,
Q01-493134,Q01,Previdência e pessoa com deficiência,Qual pronunciamento tratou do impacto da reforma da previdência sobre o Estatuto da Pessoa com Deficiência e a avaliação da deficiência?,493134,Carlos Viana,2022-08-03,PL,MG,"Como Relator sobre a Medida Provisória (MPV) n° 1113, de 2022, que ""Altera a Lei nº 8.213, de 24 de julho de 1991, e a Lei nº 13.846, de 18 de junho de 2019, para dispor sobre o fluxo de análise de benefícios previdenciários e assistenciais sob avaliação do Instituto Nacional do Seguro Social, da Perícia Médica Federal e do Conselho de Recursos da Previdência Social"".","…m o mérito e, naturalmente, com a decisão de nós votarmos pelo conjunto de toda a medida provisória. Essa é uma área, Srs. Senadores e Sras. Senadoras, muito sensível; é uma área sensível, primeiro, como disse a Senadora Zenaide, pelo sofrimento das pessoas que esperam muito tempo, às vezes, para um atendimento, mas é também uma área muito sensível na questão das fraudes. Infelizmente, nós temos muitos que se aproveitam da documentação e de determinadas brechas, e a história brasileira tem mostrado isso. Então, é um dos princípios da administração pública na transparência e no combate à fraude, e nós não podemos baixar a guarda de maneira nenhuma. Aqui nós estamos, Sr. Presidente e Srs. Senadores, o Governo está, pela medida provisória – e disse muito bem o Senador Confúcio –, resolvendo o que praticamente entope o Judiciário brasileiro: quase 70% das ações que estão na Justiça em nosso país são ações do próprio Governo ou contra o Governo. E, no caso da previdência, a maioria delas termina em favorecimento aos segurados, porque, se a pessoa tem um médico credenciado e se o relatório dele já diz tudo o que ela tem – e aquilo é comprovado, e um perito diz que não –, naturalmente, de…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/493134,,
Q01-493300,Q01,Previdência e pessoa com deficiência,Qual pronunciamento tratou do impacto da reforma da previdência sobre o Estatuto da Pessoa com Deficiência e a avaliação da deficiência?,493300,Paulo Paim,2022-08-03,PT,RS,"Discussão sobre a Medida Provisória (MPV) n° 1113, de 2022, que ""Altera a Lei nº 8.213, de 24 de julho de 1991, e a Lei nº 13.846, de 18 de junho de 2019, para dispor sobre o fluxo de análise de benefícios previdenciários e assistenciais sob avaliação do Instituto Nacional do Seguro Social, da Perícia Médica Federal e do Conselho de Recursos da Previdência Social"".","O SR. PAULO PAIM (Bloco Parlamentar da Resistência Democrática/PT - RS. Para discutir. Por videoconferência.) - Presidente, a MPV 1.113 altera procedimentos e regras relativos às perícias. Nós sempre discutimos muito isso - milhões de pessoas na fila, aquela questão toda. Não dá para negar que vai diminuir a fila. Com isso, Presidente, ao outorgar poderes ao Ministério do Trabalho e Previdência para dispor sobre hipótese de dispensa da perícia médica para concessão do auxílio-doença, inclui o auxílio-acidente no rol de benefícios possíveis de revisão, a depender da perícia... Claro, institui competência recursal da Previdência, do ministério, para julgamento de recurso, contra parecer conclusivo... Em resumo, Presidente, é uma luta antiga nossa a questão da fila e da dificuldade dos peritos para atenderem a todos - e, por isso, a fila é enorme. Devido à nossa visão de que tem que acelerar a concessão dos benefícios, principalmente porque a nossa gente é a que mais sofre nessas filas, nós vamos encaminhar favoravelmente a esta medida provisória, mas vamos manter o destaque da Emenda 45, uma emenda de nossa autoria, para preservar também a questão dos acidentes de trabalho. Então, no…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/493300,,
Q02-453880,Q02,Meio ambiente,Qual discurso alertou para aumento do desmatamento da Amazônia relacionado ao uso de recursos do Fundo Amazônia para regularização fundiária?,453880,Jader Barbalho,2019-05-29,MDB,PA,"Alerta para o possível aumento no desmatamento da Floresta Amazônica em razão do uso dos recursos do Fundo Amazônia para a desapropriação fundiária de terras públicas ocupadas irregularmente, e críticas às propostas do Governo Federal de alterações na estrutura, composição e critérios para aplicação de recursos do Fundo Amazônia.","…ste espaço de tempo para que eu pudesse voltar à tribuna do Senado Federal. Como Senador representante do Estado do Pará, venho a esta tribuna para fazer um alerta: a Floresta Amazônica está correndo o sério risco de ter uma elevação considerável no desmatamento nos próximos meses. Explico. Na semana passada, o Ministro do Meio Ambiente, Ricardo Salles, fez a seguinte declaração: [...] onde houver necessidade de regularização fundiária para diminuir o conflito entre a unidade de conservação e aqueles que estão lá dentro, nós vamos desenvolver então os mecanismos para resolver esse problema de regularização fundiária. Então, não é para usar todo o recurso do Fundo Amazônia para isso, mas apenas dar suporte a essas áreas de projeto-piloto que nós queremos fazer. Na segunda-feira, agora, dia 27 do corrente, o Ministro Salles esteve reunido com os Embaixadores da Noruega e da Alemanha no Palácio do Planalto, para propor a utilização do fundo para pagar indenizações por desapropriações de terras em áreas protegidas. Com isso, o Governo já trabalha na edição de um novo decreto para alterar as normas do Fundo Amazônia. Vale lembrar que a Noruega e a Alemanha são os principais países doado…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/453880,,
Q02-455461,Q02,Meio ambiente,Qual discurso alertou para aumento do desmatamento da Amazônia relacionado ao uso de recursos do Fundo Amazônia para regularização fundiária?,455461,Telmário Mota,2019-07-09,PROS,RR,Celebração dos 129 anos da Cidade de Boa Vista (RR) e considerações sobre os desafios e as dificuldades que a administração do Estado de Roraima enfrenta na defesa do meio ambiente.,"… Boa Vista. Sr. Presidente, também venho a esta tribuna com grande preocupação em relação à preservação do meio ambiente no Brasil, em especial, no meu Estado de Roraima. Estou me referindo, Sr. Presidente, ao anúncio da possibilidade de extinção do Fundo Amazônia após decisão do Governo brasileiro de alterar regras para o uso de recursos do fundo, que é abastecido, principalmente, por doações de países estrangeiros. No entanto, antes de propriamente adentrar aos motivos que ensejam esta possível extinção do Fundo Amazônia, vou antes apresentá-lo e mostrar suas qualidades e vantagens para o nosso País e para a Região Amazônica. Criado há onze anos, o Fundo Amazônia tem por finalidade captar doações para investimento não reembolsável em ações de prevenção, monitoramento e combate ao desmatamento, e de promoção da conservação e do uso sustentável da Amazônia Legal. Também apoia o desenvolvimento de sistemas de monitoramento e controle do desmatamento no restante do Brasil e em outros países tropicais. O fundo acumula um montante de R$1,8 bilhão arrecadado, dos quais R$1,1 bilhão já foi desembolsado para 103 projetos apoiados. Os projetos são realizados com União, Estados, Municípios,…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/455461,,
Q02-455473,Q02,Meio ambiente,Qual discurso alertou para aumento do desmatamento da Amazônia relacionado ao uso de recursos do Fundo Amazônia para regularização fundiária?,455473,Plínio Valério,2019-07-09,PSDB,AM,"Críticas à gestão dos recursos do Fundo Amazônia e à interferência dos países doadores de recursos na soberania nacional. Encaminhamento de requerimento dirigido ao Ministro da Economia, solicitando informações acerca do Fundo.","…) – Obrigado, meu amigo e companheiro Kajuru, como sempre gentil. Meu amigo Eduardo, que bom estar aqui de volta à tribuna com vocês! Sras. Senadoras, Srs. Senadores, um assunto está tomando conta do noticiário, particularmente, Eduardo, o nosso, da Amazônia Legal, que é o Fundo Amazônia, que tem dinheiro doado pela Noruega e pela Alemanha. E, coincidentemente, quando se discute, quando o Presidente Bolsonaro resolve topar uma briga com o pessoal do fundo, começam as denúncias sobre desmatamento na Amazônia, dizendo-se que duplicou, triplicou, quadruplicou... Isso já é comum para nós da Amazônia. São falácias, são invenções. Eu queria fazer aqui alguns comentários exatamente sobre o que eu penso do Fundo Amazônia. No entanto, vou fazer um histórico rapidinho, Presidente. Criado em 2008, o Fundo Amazônia já arrecadou mais de R$3,4 bilhões e surgiu como iniciativa pioneira no mundo para arrecadar, junto aos países desenvolvidos, recursos financeiros para manter de pé a maior floresta tropical do mundo e, assim, ajudar no combate às mudanças climáticas. Os maiores contribuidores, aqueles que dão dinheiro para esse meio, são a Noruega, que tem sido a principal doadora, com 94%, a Alema…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/455473,,
Q02-456230,Q02,Meio ambiente,Qual discurso alertou para aumento do desmatamento da Amazônia relacionado ao uso de recursos do Fundo Amazônia para regularização fundiária?,456230,Lucas Barreto,2019-08-13,PSD,AP,Exposição sobre o Fundo Amazônia e a ação presidencial de centralizar a política ambiental e de descentralizar as responsabilidades sociais e urbanas dos Estados e Municípios.,"O SR. LUCAS BARRETO (PSD - AP. Para discursar.) – Sr. Presidente, Sras. Senadoras, Srs. Senadores, hoje, nós viemos a esta Casa para falar sobre o Fundo Amazônia e o insano paradoxo de preservar sem ganhar. Sr. Presidente, há muita contradição entre a ação presidencialista de centralizar a política ambiental em Brasília e de descentralizar, Senador Plínio, as responsabilidades sociais e urbanas dos Estados e Municípios. Tenho prestado todo apoio ao Governo do Presidente Jair Bolsonaro e, ao mesmo tempo, tenho repetidamente destacado, nesta tribuna e em algumas Comissões, que o meu Brasil é o Amapá. Minha prioridade social é com a gente daquele preservado rincão setentrional do Brasil. E essa preocupação aumenta quando o jargão do então candidato a Presidente da República Jair Bolsonaro, que dizia ""menos Brasília e mais Brasil"", começa a se despolarizar e inverter a lógica quando o assunto é o Fundo Amazônia. O site da Globo do dia 10/08/2019 resume em artigo intitulado: ""Alemanha suspende financiamento de R$155 milhões para projetos de preservação da Amazônia"". Segundo a matéria, ""em decisão que 'reflete a grande preocupação com o aumento do desmatamento na Amazônia [...]', a Alema…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/456230,,
Q02-456624,Q02,Meio ambiente,Qual discurso alertou para aumento do desmatamento da Amazônia relacionado ao uso de recursos do Fundo Amazônia para regularização fundiária?,456624,Confúcio Moura,2019-08-19,MDB,RO,"Explicação sobre as queimadas, mais comuns no mês de agosto. Manifestação sobre a ocupação ilegal de áreas de floresta.","…, pouca gente no Plenário, decerto ainda muitos em viagem, em seus Estados. Nesta semana se inicia o aquecimento das votações aqui no Senado, principalmente a proposta da reforma da previdência na Comissão de Constituição e Justiça e outros temas correlacionados e três medidas provisórias que serão implantadas nesta semana, três medidas diferentes e todas igualmente importantes. Mas o tema desta tarde que eu escolhi, Sr. Presidente, é que o mês de agosto é o mês das queimadas. Aqui no Centro-Oeste, aqui no Cerrado, é um mês em que qualquer faisquinha de cigarro ou qualquer outra coisa, por má intenção ou mesmo sem a intenção, termina por fazer pegar fogo no capinzal do Cerrado. O Cerrado é uma vegetação seca, baixa, rasteira, com capim e árvores tortas e baixas. Decerto esse fogo, devido à secura do ar e ao calorão danado, se propaga com imensa facilidade. Lá em Rondônia, lá em Porto Velho, na semana passada, até mesmo uma ilustre juíza de Direito me passou uma mensagem reclamando que estava tudo fechado, que a cidade foi coberta de fumaça. A cidade de Porto Velho estava coberta de fumaça. Chegou-se até a paralisar os voos. E ela estava falando comigo ao telefone, num cansaço, espi…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/456624,,
Q02-456647,Q02,Meio ambiente,Qual discurso alertou para aumento do desmatamento da Amazônia relacionado ao uso de recursos do Fundo Amazônia para regularização fundiária?,456647,Acir Gurgacz,2019-08-20,PDT,RO,Destaque para o início da repavimentação da rodovia BR-319.,"…cisa ser refeito. Eu faço questão de colocar que é o reasfaltamento, para dizer claramente que essa estrada já esteve asfaltada lá nos seus idos de 1970. Então, não está havendo nenhum impacto ambiental ao se reasfaltar essa BR tão importante para a Amazônia, em especial para o nosso Estado de Rondônia e, evidente, para os Estados do Amazonas e de Roraima também. Eu entendo que o compromisso que temos do Governo Federal é que as obras do reasfaltamento do trecho do meio devam se iniciar só no ano que vem, em função do licenciamento ambiental, licenciamento ambiental esse que já está sendo discutido há muitos e muitos anos – há mais de 15 anos, está sendo debatido e discutido esse licenciamento ambiental. Volto a dizer que a pavimentação desse trecho é estratégica para o nosso Estado de Rondônia, além de para os Estados da Região Norte e para todo o País, pois ele representa de fato a integração rodoviária da Amazônia e dará um impulso muito grande à economia da região, auxiliando também na proteção da floresta, uma vez que, com a rodovia pavimentada e em boas condições, teremos mais fiscais fiscalizando os possíveis crimes ambientais. Sem estrada, não há como a fiscalização ter ace…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/456647,,
Q02-456729,Q02,Meio ambiente,Qual discurso alertou para aumento do desmatamento da Amazônia relacionado ao uso de recursos do Fundo Amazônia para regularização fundiária?,456729,Fabiano Contarato,2019-08-21,REDE,ES,Apoio à Noruega e à Alemanha em relação aos recursos do Fundo Amazônia.,"…brigado, Senador Antonio Anastasia. Senhoras e senhores, todos aqueles que estão nos assistindo e nos ouvindo. Ocupo a tribuna para manifestar apoio e solidariedade às autoridades da Noruega e da Alemanha, mediante tudo o que aconteceu em relação ao Fundo Amazônia. É muita irresponsabilidade divulgar informações sem mostrar dados e colocar a população contra quem defende o meio ambiente. Mas foi o que vimos acontecer nos últimos dias e continua acontecendo. O Presidente hoje praticamente acusa ONGs pelas queimadas, sem provas. Será que a nuvem de fumaça que cobriu metade do País, também nesses últimos dias, e fez São Paulo anoitecer às três horas da tarde é ideologia? Claro que não! São as consequências das agressões ao meio ambiente. Mas ouvimos do Ministro do Meio Ambiente, quando participou do programa Roda Viva, na TV Cultura, em fevereiro deste ano, que as mudanças climáticas são – aspas: ""Um tema acadêmico e uma preocupação para daqui a 500 anos"" – fecha aspas. Sobre o combate ao desmatamento da Amazônia, durante audiência no Senado, o Ministro do Meio Ambiente nos disse que não é prioridade do Governo. Este mês, o Ministro da Infraestrutura veio dizer, em relação ao Rio Amaz…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/456729,,
